Comment
"Baat ye hai na sir agar galti se bhi koi drive se accident ho jata hai na to uske poore jivan khatam ho jayega uske poore pariwar ki jindagi jahanm ban jayegi court ka chakkar katte Kate aur wo 10 lakhs fine kaha se layega 😢😢😢😢
Aap kabhi highway 🛣️🛣️🛣️ pe dekhenge inse achha gadi(truck) 🚒🚒 koi nahi chata chahe four wheeler wala ho ya two wheeler wala....
🇮🇳JAI HIND JAI BHARAT 🇮🇳
INDIAAN TRUCK DRIVER UNION"
"Why new law implemented. 
But this government not interested 
To improve road conditions, advanced road features, speed meters, technology etc etc.. 
I think this is not government this is british government only law law law.."
"सभी ड्राइवर भाइयो को मेरा पूरा सहयोग है
इस बार पुरे देश को पता चलना चाइये की ड्राइवर क्या चीज है 
अगर दिमाग घूम गया तो क्या कर सकते 🙏🙏🙏🙏🙏"
जो निर्णय लेने वाले हे उनको कोय नुक्सान नही वो बड़े काफिले लेकर चले जाएंगे लेकिन पिस्ता हे आम आदमी
ड्राइवर भाई भी हमारे बीच से हैं लेकिन यह हद्द है। आप लोग क्या चाहते हो की किसी को सड़क पर रौंद देने का आपको हक चाहिए? इस कानून का नाम हिट एंड रन है। जिसका भाव है किसी को ठोक कर भाग जाना। अगर एक्सीडेंट के बाद आप मर रहे बंदे को हॉस्पिटल लेकर जाते हो तो फिर काहे का डर। हां अब सब सोच समझकर गाड़ी चलाएंगे।😊😊
हम ड्राइवर भाईयों के साथ हैं।
Hum Driver's Hai Bhai Hamari Bhi Femily Hai Hamare Na Hone Ke Baad Kya Sarkar Hamari Femily Ka Khayal Rakh Payegi Driver Union's Zindabad ❤❤
"I am supporting this law. In 2021 my father was walking on road in his lane and one  lorry driver hit him from dehind and go away, some how he servive."
Me Bharat desh kaa samanya Nagrik hoon aur Truck Drivers ki strike kaa Samarthan karta hoon...🙏
"This new act is not only against truck drivers but against all drivers, car, bus truck everyone.

Why can't drivers drive vehicle within trafic rules."
"Yes the truck drivers are hundred percent right. M/F department FUC…police department is harassing them badly.
But police department shouldn’t do like that.
Over confidence of Police department 😢😢😢"
Sahi hai driver apni jagah par😢😢😢
Full support truck drivers
सड़क पर गाड़ी भी गरीब चलाता है और एक्सिडेंट में मरता भी गरीब है। अगर वाहन चालक के अनुसार देखोगे तो कानून गलत लगेगा और अगर आम आदमी की नजर से देखोगे जो सड़क पर चल रहा उस नजरिए से कानून सही लगेगा
Inki family aur unki zindagi k baare me sarkaar kyu nhi sochti h.... Thoo h sarkaar par jo apni zindgi dau ar laga kar dursro ko pauchaate h
"This law should apply to all vehicles, bike ,car ,bus ,truck"
Good decision all drivers brother
अच्छा कानून आया है  मेरा समर्थन है ❤ इससे दुर्घटनाये कम होंगी ओर लोग सावधानी से वाहन् चलांयेंगे 😊 लेकिन डॉक्टर वाला कानून् गलत है  ओर 7 लाख जुर्माना को 2 लाख ओर 1 0 साल को 3 साल कर देना चाहिये तब ठीक रहेगा । लोग बोहोत ज्यादा एक्सीडेंट करने लगे हे इसीलिए ये कानून जरूरी है गरीब लोग को डरने की क्या जरूरत हे जब उनसे कोई दुर्घटना हि नही होगी तो जेल केसी ओर केसा जुर्माना 😊 जब जिंदा रहेंगे इन्शान भी ओर इन्शानियत भी कोई पशु रास्ते पर अधमारा नही मिलेगा जैसा की ड्राइवर उनको अधमारा छोड़कर भाग जाते हे लोग कम गाड़ी चलाएंगे पेट्रोल डीज़ल के दाम भी कम होंगे 😊ये तो अच्छी बात हे इससे वायु प्रदूषण  भी कम होगा ।
"जुर्माने की राशि पीड़ित या पीड़ित के परिवार को मिले ना की सरकार उस से अपनी जेब भरे ।।
ये कानून 4  लेन सड़क पर लागू हो ।।"
"मेरा दोस्त accident मे मारा गया था, ट्रक ड्रायव्हर ने मार के भाग गया था, घर का एक लाडका था क्लास मे सबसे होशियार था, गरीब परिवार था कूछ नही कर पाए, हमारा दोस्त हमने खो दिया😢"
why cant they just drive careful 😂?
Justice truck driver 🥺🙏🇮🇳
"Reporter ji sawal uthana chahiye lekin jb sarkar bahri ho tab, kyo na hadhtal kare😢😊"
Good job 👍
क्या ये देश बीजेपी वालो का है जो मन में आया वही कानून लेआते है। अगर ये देश बीजेपी वालो का हो चुका गई तो देश की जनता लठ उठा लो।     कोई किसी को जान बूझ कर नही करता है
Bahut bura ho raha hai 😢😢
"Hit n run hai wo,just drive safely yahi hona chaiye."
यह कानून सभी तरह के ड्राइवरों के लिए है ना कि सिर्फ ट्रक ड्राइवर के लिए लेकिन सबसे ज्यादा परेशान ट्रक ड्राइवर हो रहा है क्योकी ट्रक ड्राइवर जब भी गाड़ी चलाता है दूसरे गाड़ी वाले को किडे मकोड़े समझते हैं और सबसे ज्यादा दुर्घटना ट्रक चालक जान बुझ कर शराब पी कर करते हैं इसीलिये ट्रक चालक इस कानून का विरोध कर रहा है
Good coverage
What about people who use MOBILE phones while driving???
Power of driver
Full support All drivers
😢😢😢
"ड्राइवर गलत हैं  !  

- यदि कोई दुर्घटना हो तो भागें नहीं, 
बस   -   समस्या हल हो जाएगी     !!!"
Is se pta chalta hai ki hamare desh ko lok kitne anpad hai.. yeh law hamari suraksha ke liye bi bnaya hai or log isi ka virodh kar rahe hai..🤦🏻‍♀️
Koi Insaaf karo ine bhaiyon ke liye driveron ke liye hai koi Kanoon lagta hai koi nahin
"Farmers laws bina kisaano se baat kiye,  Agniveer bina Defence se puchhe, Driving laws bina Driver union se puchhe. Yeah to Tanasahi hai"
Jab ye log aayse karenge to kanun ko or badha Diya Jaye 🙏
"ਇਹ ਸਾਰੇ ਟਰੱਕ ਡਰਾਈਵਰ ਪਤਾ ਨਹੀਂ ਕਿਉਂ ਏਨਾ ਤੇਜ ਟਰੱਕ ਚਲਾਉਂਦੇ ਨੇ ਇਹ ਕਿਸੇ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕਰਦੇ, ਬਾਕੀ ਕਾਨੂੰਨ ਦਾ ਕੋਈ ਪਤਾ ਨਹੀਂ ਪਰ ਕਿਸੇ ਦੀ ਜ਼ਿੰਦਗ਼ੀ ਦੀ ਪਰਵਾਹ ਵੀ ਕਰਿਆ ਕਰੋ ਜੀ ਧੰਨਵਾਦ"
😭😭😢😢
Tell  who is THE RESPONSIBLE for that ? Don't work like GODI
"Full saport all' ड्राइवर को, जय जवान जय किसान ❤"
Amiro ka karodo rupaye Lekar Farar Ho Jaenge lekin unko Koi Saja yah Sarkar Nahin Dila payegi garibon ke liye Sare Kanoon Hai inke pass Ek to Bechara driver Kisi Tarah Apna pet paalta hai aur Agar uski Galti na bhi Hui to Usko Saja bhi Mile aur Paisa bhi Dena hoga
"ये सिर्फ ट्रक के लिए कानून है या सभी वाहनों के लिए है, ट्रक वाले क्यों रो रहे हैँ, क्योंकि वो लोगो को सडक पर कुचल कर भाग जाते हैँ"
अगर कोई ड्राइवर गलती से किसी ट्रक चालक के परिवार के सदस्य को टक्कर मार दे और फिर वहां से भाग जाए तो पीड़ित सरकार से क्या उम्मीद करेंगे।
Galat kanoon bnaya h driver bhi insaan h. Hum hindustani h chooha bhi nhi maarna chahte jaan bhuj kr bnda kya maarenge sahab😢
"Enko toh accident p paiso ki or saja ki pde h ye nhi ki kisi ki jaan jaye inka bolna sa toh asa  lag rha h ki roj ek accident toh hoga hi😢

Mera pyare bus truck driver aap aram sa sambhlar kar chlana accident kase hoga 🙏 pta nhi aap log kis chij sa der rha ho 

Ye toh jab hoga jab सावधानी हटी दुर्घटना घटी fir toh kuch na kuch hoga hi agr hit and run case na ho toh har roj lakho log sadko par mra pda rhe 😢 jisma hum ya aap bhi ho sakta ho😢"
Most of truck drivers drunk while driving- so accidents definitely…
"Galat ha ye agr driver k pas itne paisa ho to wo driving kyu karega 
Anda kanoon 😢"
Bilkul sahi kanoon hai.driver ki laparwahi se jiski jaan jaati hai uske ghar walo se puchho.khaaskar raat me to truck driver alne baap ka road smjhkar gaadi chalata hai.iss kanoon me galt qa hai...sahi se gaadi chalao na fine hoga na jail ..fr drr kis baat ki hai drivers ko...iska matlb yelog khud galat tarike se gaadi chalana chahta hai.
ट्रक ड्राइवर से अगर एक्सीडेंट हो जाये तो वो भाग जाते हैं। पुलिस को खबर भी नहीं करते जिससे घायल इंसान की जान बचाई जा सके। इसी कारण यह हिट एंड रन कानून लाया गया है।  🙄🙄
3:00 कानून लागू करने से पहले पूछा था क्या? जो हडताल करने से पहले पूछे? °®
Good 👍👍👍
ये बिकाऊ मीडिया को  ड्राइवरों का नुकसान नहीं दिखता।। गजब करते. °®
"EVM se hi voting kyon??
Ballot papers se kyon nahin??"
"कानून बिल्कुल ठीक बना,लेकिन सजा केवल तीन स्थितियों में ही होनी चाहिए, पीकर वाहन चलाना, गलत दिशा में वाहन चलाना,और लापरवाही के साथ ज्यादा स्पीड में वाहन चलाना।
अगर एक्सीडेंट धोखे से होता है,तो सजा नहीं होनी चाहिए।"
😢😢😢😢
Kanoon hamesh garibo ko kuchlne ke liye hi banta hai.....nyay ka rasta dekte dekhte pidhiyan khtam ho jaati hai
"जो अस्पताल की लापरवाही से ट्रक से एक्सीडेंट होकर सरकारी अस्पताल लापरवाही दिखाते हैं तो अब बताइए अस्पताल के स्टाफ,, डॉक्टर और helath मिनिस्टर पर क्या कानून है ये भी clear कर देना जिसमे victim की मौत हो जाती है"
Full support driver ko
Bina hadtal ke sarkaar sunati bhi hai...😊
"""HIT n RUN law""  good initiative taken by govt💯.. I'm with govt... don't knw why driver's protesting against it.... only they have to keep in mind is ""JUST DRIVE SAFE "" that's it.....law is for the betterment of society there is nothing wrong in law...govt made huge penalty so that drivers will drive more safely which is good 👍.... when someone lose life bcz of accedent it's heartbreaking...."
Abp walo kabse sach dikhane lage
😮
कायदे कडक करा पण जस परदेशात ट्रक ड्रायवर ला प्रती महा ८\१० लाख रुपये पगार पडतो आधी सुविधा द्या नंतर कायदे पारीत करा ..! संपूर्ण भारतात परिवाहन विभागत भ्रष्टाचार आहे अगोदर ते बंद प्रतेक राज्या ची सिमेवरू जाता RTO ला पैसे द्यावे लागतात .. मिडीया ते पण दाखवा कधी ..
Right 👍
🚑🚑🚔🚔🚘🍮✈️🪔🧿🚗🛻🚂🚐🚖🚛🚔🚘🚜🏍️🚐 koi nahin jayegi Gaddi Dala nahin chalega koi nahin chalne❤ yari pakka Karta hai ka man nahin chala Dena nahin chalunga koi chij bhi pasand nahin chalegi❤❤ motorcycle motorcycle❤❤ Bhairav ka vidhansabha hona chahie❤❤ koi gadi nahin chalegi koi baat nahin❤❤
😢 इस देश का ये क्या करेगे
"Hm true presan to hai ...sbke sab presan h rat m sokar dream dekha aur subh impliment kr diya yhi haal h sarkar k , sbko pta tha yhi hona aise bekar faisle implement kena , ek kanoon aisa hona chaiye jb leader  vadein kr bad m usko gumla bta dete h to unko 10 years tk election n ldne k sja aur 10 lakh penalty"
Very Good Decision
Driver Agar road par khada To Sarkar se bada ❤
सभी ड्राइवर लोग से हाथ जोड़कर निवेदन है की ऐसा लूट जान लेने वाली सरकार को दुबारा कभी जीवन भर वोट नही करेगें बीजेपी को बोलो एकता ड्राइवर जिंदाबाद
Goverment support to truck driver
Is Desh Ke driver Fauji Ki Tarah kam karte hain lekin Fir Bhi Unki Is Desh Mein Koi Kadar Nahin Hai durbhagya Hamare Desh Ka Jo Ham driver ki value Nahin samajhte
"आज ड्राइवर हड़ताल कर रहे हैं  क्यों?
कहां गया इनका   हिंदुत्व ?
हिंदुत्व  के नाम पर वोट दिया है तो सरकार के द्वारा लाए गए काले कानून को सहर्ष स्वीकार करो ।
जय हिन्द।"
"सभी तरह के, ड्राइवर सामिल होना चाहिए"
Hamare Maharashtra me bhi yahi haal hai ❣️
ये भारत है यहा कानून के अनुसार कोई चलना नहीं चाहता
आम जनता की इतनी फीकर होती तो सरकार देश में फालतु कानून नहीं लाती जनता नही परेशान आप मीडिया वाले सरकार परेशान हैं हमें कोई परेशानी नहीं है कानून वापस लो देश हालात खराब करने वाली सरकार है
Aksar aisa q hota hai k jiske liye kanun banaya jata hai wahi uske khilaf road par hote hai. Govt. ko puchna chahiye tha pehle
Sir kitane mantri ne logo ko roda hai unehe to ye mantri aur bete ke khilaf koi action nahi liya hai ye wahi log hai 😢😢😢😢😢😢😢
😢
Desh ko sudharna he to kadak niyam banane padenge asa sabka sochenge to desh age nahi badhega i support this bill truck vale daru pike chalate he buchare nirdosh log mar jate
Good
👌👌👌
Hamare yaha ek driver 1 ka exident krne ke baad bachne ke liye 20km tak bhaga aur 5 logo ko aur mar dala usne 😢😢❤
Sare truck driver ko confidence hai ki wo accident karenge bhi aur bhagenge bhi isliye pehle hi kanoon wapas lene k liye bol rhe hai 😂
Masha alllah
"जय जवान, जय किसान 🇮🇳🇮🇳🇮🇳🇮🇳"
Kya Kiya jae is Desh ka har trike se majdur presan h 😢😢
"भाई जी, ये सब के लिए हैं चाहे वो मोटर साइकिल ही क्यों ना चलते हो। कानून होना चाहिए था के नशा मुक्ति ड्राइवरी हो और एक्सीडेंट की स्थिति में जितनी हेल्प हो सके वो करे एक दूसरे की ओर ड्राइवरों पर भीड़ हमला ना करे उसको प्रोटेक्ट करे उसको पुलिस को सौप ओर जांच में सहायक हो। ओर पीड़ित को न्याय मिले लेकिन सरकार को अपनी तिजोरी और सब लोगों को जेल भेजना है बस।😔"
Hum driver ke sath hai
Sare Bharat k logo sirf ye niyam hatane k liye hi nahi balki modiya ko isteefa dene k liye bhi hartal karna chahiye...
Make more low for people  make hard life no problem
Law Has to be strong and it's a great decision by government... nothing is wrong in this... someone life is as important as your life's..so drive truck or car safely...and why u drivers want to hit someone and run everyone life is precious and this new rule is for safety of people...this totally unnecessary what u guys are doing..
2014 पहिले देश कितिने कानून बने लेकिन विरोध नही लेकिन अब शेतकरी आंदोलन हो CAA कानून हो इस के लिए आंदोलन किए जा रहे हिट एंड रन ठोको और भागो क्या इनके लिए सजा नही होनी चाहिए
"मैं किन्नर हूं, मेरा पूरा सपोर्ट ड्राइवर्स के लिए
अगर ड्राइवर के पास 7 लाख रुपया होता तो ट्रक ना चला करके खुद का अच्छा खासा बिजनेस करके अपनी बीवी बच्चों का भरण पोषण करते।"
मार तो गरीब को मिलती है वह अमीर को नहीं
गाड़ी में पट्रोल तो होना ही चाहिए लेकिन ड्राइबरो के लिए कोई कुछ नही कहता
लगे रहो ड्राइवर भाइयों पूरा देश आपके साथ है
💯
😢😢😢😢mere paas koi sabd nhi hai mere bhaiyon
अंधा भक्त अभी बोलो मोदी अच्छा काम कर रहा है। काला कानून नहीं हैं क्या।
बिल्कुल सही बात है
Priya driver bhaiyo iska virodh nhi kiya jana chahiye kanoon se bhadakar ek aap ki naitikta hai ki aap driving ke sabhi niyamo ka palan kijiye bike walo chote vahan ki aur paidal walo ki bhi paravh kijiye bahut sare accident me ghtana ke baad patient ke liye koi rukta nhi hai jab ki unhe jaldi aspatal le jakar bachaya ja sakta hai
Ab sarkaaar aur media k hisaab se ye driver bhi terrorist ya deshdrohi ghoshit kar diye jayenge
Driver ko Insaaf chahie
"Ye reporter ko koi samjhau. Ye sarkar vipakchh ka sunta nahi, aam janta ka kaise sunegi?
 Hartaal jaruri hai 🤝"
"Driver nhi desh nhi 😢😢😢 we stand with drivers
Jai Jawan Jai Kisan jai drivers"
Aplog bhi awaj udaye sir kyoki news walo to viewer se Paisa kama lete hai lekin ak drawer ka dikat hota hai😢😢😢😢
दुसरा करोणा अब मोदी ने लाया . जनता को कैसे करना कैसे तडपणा ये विश्व गुरू से  सिखे . जनता को रोड पे लाणा यही काम अब सरकार का है
सरकार ही बदल दो नही तो ये ऐसे ही कई कानून लाते रहेंगे भाई लोग  बंद को और आगे बढ़ाओ तो देश की जनता जागेगी
Amiron Ke Liye Koi Kanoon Nahin Hai
Sabhi ko pareshan kar rakha hai shah ne aur uska beta mauj lera hai 😢😢
Support driver
जनता की चुनी सरकार जनता को समझने मे बार बार उलझ रही है
Ya Allah  Reh. Farma😢😢😢😢😢
"ये लोग कोई अपराधी नही हमारे देश वासी है , इनके साथ इतना अत्याचार सही नहीं, ये लोग जान बूझ कर नही accident करते है , जितना हो सकता है बच के चलते है , सरकार कों शर्म आनी चाहिए, हमलोग आपके साथ है , अपने हक k लिए डटे रहे 😢"
ईश्वर से प्रार्थना है कि आंदोलन कम से कम 2 महीने चले
सरकार के पास इतने इंटेलिजेंट लोग हैं तब फैसला नहीं ले सकती और हम सब तो ड्राइवर है
जब सुनने वाला बहरा और जिद्दी हो तो क्या करना चाहिए?
"Bouth sahi kr rahe inko ko dekhe  ga humare  driver  bhai ko 
Hum support  me h apke sath  apki baat ek dam sahi h"
😊
I’m with driver
Good
😭😭
Ya Allah  Reh. Farma😢😢😢😢😢
Good
Good
Ya Allah  Reh. Farma😢😢😢😢😢
Who are Responsible?
हम ड्राइवर भाई से पूछो कितन मुस्किल में आयत निर्यात करते है आम जनता के लिए और हमारे ऊपर कानून लेकर आ गई केंद्र सरकार  आप सभी सम्मानित देश वासियों से हाथ जोड़ कर प्रार्थना करते हैं की जरूर हमारा साथ दे आप सभी सम्मानित भाईयो जो आने जाने में समस्या हो रही है उसके लिए खेद प्रकट करते है ड्राइवर एकता जिंदाबाद जिंदाबाद 🙏🙏🙏
Agar sirf swaal karne se sarkar sun le to hadtal kyon karenge log
Sarkar ko change krna bhut jruri h
Sahi kiya Jay hind 🙏
Sabhi ko presani me dalne waale baba ki neend tootne wali hai bjp ki sabse ghatiya kanoon neeti pehle notebandi me line me khada karwaya ab patrol pump aur naa jaane kaha kaha 😢😢very shame full
चक्का जाम कर दो ड्राइवर भाई 🙏🙏🚛⚔️⚔️⚔️
Dalal media ko aam janta ka fiker hai lekin Dravier ka bhi dukh dikhate
